date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:46:18	101457/101457	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202019%2005:56:42%20GMT	https://slyesn.wordpress.com/wp-content/uploads/2019/03/112232_blac_1.jpg?w=960	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-content/uploads/2019/03/112232_blac_12289.jpg	(from https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/)
18:46:19	177530/177530	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Mar%202019%2005:56:45%20GMT	https://slyesn.wordpress.com/wp-content/uploads/2019/03/112232_purp_1.jpg?w=960	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-content/uploads/2019/03/112232_purp_12289.jpg	(from https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/)
18:46:19	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:19%20GMT	https://slyesn.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fslyesn.wordpress.com%2F2019%2F03%2F03%2Fstussy-%25e6%2596%25b0%25e5%2593%2581%25e4%25b8%258a%25e6%259e%25b6%2F	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-admin/customizee4a0.php	(from https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/)
18:46:20	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:20%20GMT	https://slyesn.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fslyesn.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fslyesn.wordpress.com%252F2019%252F03%252F03%252Fstussy-%2525e6%252596%2525b0%2525e5%252593%252581%2525e4%2525b8%25258a%2525e6%25259e%2525b6%252F&reauth=1	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-login2f6f.php	(from https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/)
18:46:21	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:21%20GMT	https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/?share=facebook	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/index5a58.html	(from https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/)
18:46:21	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:21%20GMT	https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/?share=twitter	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/index9a7b.html	(from https://slyesn.wordpress.com/2019/03/03/stussy-%e6%96%b0%e5%93%81%e4%b8%8a%e6%9e%b6/)
18:46:21	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:21%20GMT	https://slyesn.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fslyesn.wordpress.com%2Fauthor%2Fslyesn%2F	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-admin/customize.2e34d7.delayed	(from https://slyesn.wordpress.com/author/slyesn/)
18:46:22	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:22%20GMT	https://slyesn.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fslyesn.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fslyesn.wordpress.com%252Fauthor%252Fslyesn%252F&reauth=1	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-login9a1c.php	(from https://slyesn.wordpress.com/author/slyesn/)
18:46:23	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:23%20GMT	https://slyesn.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fslyesn.wordpress.com%2F2017%2F05%2F26%2Fcolourpop%25e5%25a4%25a7%25e5%259b%259e%25e9%25a5%258b%25ef%25bc%258c%25e5%2585%25a8%25e9%2583%25a885%25e6%258a%2598%2F	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-admin/customizeff22.php	(from https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/)
18:46:23	46247/46247	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%222b9e565cbf57ad9744cf8908f39a6e0b%22	https://slyesn.wordpress.com/author/slyesn/feed/	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/author/slyesn/feed/index.html	(from https://slyesn.wordpress.com/author/slyesn/)
18:46:24	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:24%20GMT	https://slyesn.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fslyesn.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fslyesn.wordpress.com%252F2017%252F05%252F26%252Fcolourpop%2525e5%2525a4%2525a7%2525e5%25259b%25259e%2525e9%2525a5%25258b%2525ef%2525bc%25258c%2525e5%252585%2525a8%2525e9%252583%2525a885%2525e6%25258a%252598%252F&reauth=1	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-loginca6f.php	(from https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/)
18:46:25	1033/1033	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22da91df6e6a80718caedd8f2019e20609%22	https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/feed/	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/feed/index.html	(from https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/)
18:46:25	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:25%20GMT	https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/?share=twitter	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/index9a7b.html	(from https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/)
18:46:25	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:25%20GMT	https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/?share=facebook	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/index5a58.html	(from https://slyesn.wordpress.com/2017/05/26/colourpop%e5%a4%a7%e5%9b%9e%e9%a5%8b%ef%bc%8c%e5%85%a8%e9%83%a885%e6%8a%98/)
18:46:25	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:25%20GMT	https://slyesn.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fslyesn.wordpress.com%2F2017%2F05%2F26%2Fsigma%25e9%2580%2599%25e5%2591%25a8%25e6%259c%25ab%25e6%2589%2593%25e6%258a%2598%25e6%258b%2589%2F	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-admin/customize.323c1b.delayed	(from https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/)
18:46:26	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:26%20GMT	https://slyesn.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fslyesn.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fslyesn.wordpress.com%252F2017%252F05%252F26%252Fsigma%2525e9%252580%252599%2525e5%252591%2525a8%2525e6%25259c%2525ab%2525e6%252589%252593%2525e6%25258a%252598%2525e6%25258b%252589%252F&reauth=1	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-login1491.php	(from https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/)
18:46:27	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:27%20GMT	https://slyesn.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fslyesn.wordpress.com%2Fcategory%2Funcategorized%2F	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-admin/customize4a2e.php	(from https://slyesn.wordpress.com/category/uncategorized/)
18:46:27	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:27%20GMT	https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/?share=facebook	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/index5a58.html	(from https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/)
18:46:27	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:27%20GMT	https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/?share=twitter	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/index9a7b.html	(from https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/)
18:46:27	1007/1007	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%228bd59c4a972bac21c6f97fdd31bf43b8%22	https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/feed/	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/feed/index.html	(from https://slyesn.wordpress.com/2017/05/26/sigma%e9%80%99%e5%91%a8%e6%9c%ab%e6%89%93%e6%8a%98%e6%8b%89/)
18:46:28	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2022:46:28%20GMT	https://slyesn.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fslyesn.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fslyesn.wordpress.com%252Fcategory%252Funcategorized%252F&reauth=1	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/wp-login17e8.php	(from https://slyesn.wordpress.com/category/uncategorized/)
18:46:30	46240/46240	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22f7294716c7a0eb02fe904ad23c2c4eda%22	https://slyesn.wordpress.com/category/uncategorized/feed/	~/Users/hsinyulin/Desktop/Wordpress/slyesn.wordpress.com/category/uncategorized/feed/index.html	(from https://slyesn.wordpress.com/category/uncategorized/)
